y,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip,ds
969.02,61.0,45.0,56.0,0.0,0.0,28.73,0.0,2022-12-29 15:00:00
518.77,62.0,45.0,53.0,6.0,0.0,28.71,0.0,2022-12-29 16:00:00
30.2,61.0,46.0,58.0,5.0,0.0,28.71,0.0,2022-12-29 17:00:00
2.37,60.0,46.0,60.0,0.0,0.0,28.73,0.0,2022-12-29 18:00:00
2.31,61.0,45.0,56.0,7.0,0.0,28.75,0.0,2022-12-29 19:00:00
2.27,57.0,49.0,74.0,5.0,0.0,28.75,0.0,2022-12-29 20:00:00
2.26,57.0,49.0,74.0,0.0,0.0,28.76,0.0,2022-12-29 21:00:00
2.27,58.0,48.0,70.0,0.0,0.0,28.76,0.0,2022-12-29 22:00:00
2.34,57.0,49.0,74.0,0.0,0.0,28.79,0.0,2022-12-29 23:00:00
2.46,57.0,49.0,74.0,9.0,0.0,28.8,0.0,2022-12-30 00:00:00
2.54,56.0,50.0,80.0,0.0,0.0,28.79,0.0,2022-12-30 01:00:00
2.7,54.0,51.0,90.0,0.0,0.0,28.8,0.0,2022-12-30 02:00:00
2.67,54.0,51.0,90.0,0.0,0.0,28.81,0.0,2022-12-30 03:00:00
2.58,54.0,51.0,90.0,5.0,0.0,28.82,0.0,2022-12-30 04:00:00
2.67,53.0,50.0,89.0,5.0,0.0,28.82,0.0,2022-12-30 05:00:00
2.48,53.0,51.0,93.0,6.0,0.0,28.82,0.0,2022-12-30 06:00:00
5.21,53.0,50.0,89.0,8.0,0.0,28.83,0.0,2022-12-30 07:00:00
141.51,54.0,51.0,90.0,5.0,0.0,28.86,0.0,2022-12-30 08:00:00
338.79,55.0,52.0,89.0,5.0,0.0,28.87,0.0,2022-12-30 09:00:00
642.31,56.0,52.0,87.0,6.0,0.0,28.89,0.0,2022-12-30 10:00:00
750.55,58.0,52.0,81.0,8.0,0.0,28.89,0.0,2022-12-30 11:00:00
1045.93,56.0,53.0,90.0,3.0,0.0,28.89,0.0,2022-12-30 12:00:00
1279.32,56.0,51.0,84.0,0.0,0.0,28.86,0.0,2022-12-30 13:00:00
968.03,56.0,51.0,84.0,6.0,0.0,28.86,0.0,2022-12-30 14:00:00
592.57,58.0,52.0,81.0,5.0,0.0,28.84,0.0,2022-12-30 15:00:00
323.52,59.0,49.0,69.0,6.0,0.0,28.83,0.0,2022-12-30 16:00:00
46.6,59.0,49.0,69.0,5.0,0.0,28.83,0.0,2022-12-30 17:00:00
2.89,58.0,49.0,72.0,0.0,0.0,28.83,0.0,2022-12-30 18:00:00
2.59,59.0,48.0,67.0,5.0,0.0,28.84,0.0,2022-12-30 19:00:00
2.58,58.0,50.0,75.0,3.0,0.0,28.85,0.0,2022-12-30 20:00:00
2.52,58.0,50.0,75.0,0.0,0.0,28.86,0.0,2022-12-30 21:00:00
2.46,58.0,50.0,75.0,0.0,0.0,28.86,0.0,2022-12-30 22:00:00
2.45,55.0,49.0,80.0,3.0,0.0,28.87,0.0,2022-12-30 23:00:00
2.5,54.0,49.0,83.0,3.0,0.0,28.86,0.0,2022-12-31 00:00:00
2.55,54.0,49.0,83.0,3.0,0.0,28.85,0.0,2022-12-31 01:00:00
2.5,53.0,49.0,86.0,5.0,0.0,28.84,0.0,2022-12-31 02:00:00
2.52,51.0,48.0,89.0,6.0,0.0,28.84,0.0,2022-12-31 03:00:00
2.65,51.0,48.0,89.0,7.0,0.0,28.83,0.0,2022-12-31 04:00:00
2.67,51.0,47.0,86.0,0.0,0.0,28.82,0.0,2022-12-31 05:00:00
2.45,51.0,48.0,89.0,3.0,0.0,28.82,0.0,2022-12-31 06:00:00
6.25,51.0,47.0,86.0,7.0,0.0,28.83,0.0,2022-12-31 07:00:00
177.81,52.0,48.0,86.0,8.0,0.0,28.83,0.0,2022-12-31 08:00:00
651.94,53.0,49.0,86.0,8.0,0.0,28.83,0.0,2022-12-31 09:00:00
1262.14,56.0,49.0,77.0,6.0,0.0,28.85,0.0,2022-12-31 10:00:00
1247.11,59.0,49.0,69.0,7.0,0.0,28.85,0.0,2022-12-31 11:00:00
1809.99,60.0,48.0,64.0,7.0,0.0,28.83,0.0,2022-12-31 12:00:00
2384.05,63.0,49.0,60.0,7.0,0.0,28.79,0.0,2022-12-31 13:00:00
2230.06,65.0,50.0,58.0,5.0,0.0,28.77,0.0,2022-12-31 14:00:00
1807.14,66.0,49.0,54.0,3.0,0.0,28.75,0.0,2022-12-31 15:00:00
792.11,67.0,49.0,52.0,9.0,0.0,28.75,0.0,2022-12-31 16:00:00
163.72,66.0,49.0,54.0,8.0,0.0,28.74,0.0,2022-12-31 17:00:00
1.98,63.0,51.0,65.0,6.0,0.0,28.73,0.0,2022-12-31 18:00:00
1.66,62.0,50.0,65.0,7.0,0.0,28.73,0.0,2022-12-31 19:00:00
1.64,59.0,50.0,72.0,5.0,0.0,28.73,0.0,2022-12-31 20:00:00
1.71,59.0,50.0,72.0,3.0,0.0,28.72,0.0,2022-12-31 21:00:00
1.77,58.0,49.0,72.0,0.0,0.0,28.71,0.0,2022-12-31 22:00:00
1.85,57.0,50.0,77.0,5.0,0.0,28.7,0.0,2022-12-31 23:00:00
